id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end
KARM0,Wharton / Mackay,US,TX,,KARM,29.2543,-96.1544,31.0,America/Chicago,2006-05-01,2023-12-13,2008-10-11,2022-04-24,2011-01-01,2022-01-01
KN030,Cortland / Cortland West,US,NY,,KN03,42.5926,-76.2149,365.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-25,2020-01-01,2022-01-01
K2CB0,Camp Blanding Mil Res(Starke) / Kingsley Beach,US,FL,,K2CB,29.9669,-81.9832,60.0,America/New_York,2008-06-01,2014-10-03,2008-06-10,2009-05-10,,
KTQK0,Scott City,US,KS,,KTQK,38.4743,-100.8849,905.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
72405,Washington National Airport,US,DC,72405,KDCA,38.85,-77.0333,5.0,America/New_York,1936-09-01,2023-12-13,1936-09-01,2023-12-05,1936-01-01,2022-01-01
KBLF0,Bluefield / Littlesburg,US,WV,,KBLF,37.2958,-81.2077,871.0,America/New_York,2000-01-01,2023-12-13,2000-11-06,2022-04-24,2001-01-01,2022-01-01
74745,Austin / Del Valle,US,TX,74745,KAUS,30.1945,-97.6699,165.0,America/Chicago,1999-05-24,2023-12-13,1948-03-01,2023-12-03,1949-01-01,2022-01-01
72551,Lincoln Municipal Airport,US,NE,72551,KLNK,40.8333,-96.7647,372.0,America/Chicago,1942-10-01,2023-12-13,1942-10-01,2023-12-05,1942-01-01,2022-01-01
72523,"Dansville / Municipal, Ny.",US,NY,72523,,42.5667,-77.7167,202.0,America/New_York,,,1945-11-01,2023-12-04,1945-01-01,2022-01-01
KMRH0,Beaufort / Steep Pines Fork,US,NC,,KMRH,34.7336,-76.6606,3.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KHRI0,Hermiston Municipal Airport,US,OR,,KHRI,45.8282,-119.2592,196.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KJMS0,Jamestown,US,ND,,KJMS,46.9297,-98.6782,457.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-04-24,2000-01-01,2022-01-01
72420,Mansfield / Amoy,US,OH,72420,KMFD,40.8214,-82.5166,395.0,America/New_York,2005-01-01,2023-12-13,1948-08-01,2023-12-05,1948-01-01,2022-01-01
KESF0,Alexandria / Green Gables,US,LA,,KESF,31.3949,-92.2958,34.0,America/Chicago,1941-07-01,2023-12-13,1941-09-11,2022-04-24,1943-01-01,2021-01-01
KDUX0,Dumas,US,TX,,KDUX,35.8574,-102.0133,1130.0,America/Chicago,2006-01-09,2023-12-13,2010-07-25,2022-04-24,2014-01-01,2022-01-01
KT200,Gonzales,US,TX,,KT20,29.5291,-97.4643,108.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-13,2020-01-01,2022-01-01
72511,Harrisburg / New Market,US,PA,72511,KCXY,40.2171,-76.8515,106.0,America/New_York,1991-01-01,2023-12-13,1939-01-01,2023-12-04,1939-01-01,2022-01-01
74724,Gila Bend U. S. Army Airfield,US,AZ,74724,KGBN,32.4333,-112.6833,262.0,America/Phoenix,2005-02-25,2019-12-04,,,,
72353,Will Rogers World Airport,US,OK,72353,KOKC,35.3886,-97.6003,398.0,America/Chicago,1941-12-14,2023-12-13,1941-12-14,2023-12-05,1942-01-01,2022-01-01
KCII0,Choteau / Truchot Hill,US,MT,,KCII,47.8283,-112.1683,1203.0,America/Denver,2020-04-02,2023-12-13,2020-04-02,2022-04-24,2020-01-01,2022-01-01
KDKX0,Knoxville / Island Home,US,TN,,KDKX,35.9638,-83.8737,254.0,America/New_York,1979-05-07,2023-12-13,2016-04-16,2022-04-18,2017-01-01,2022-01-01
KRAL0,Riverside / Arlanza,US,CA,,KRAL,33.9519,-117.4451,250.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KDTO0,Denton / Minchin,US,TX,,KDTO,33.2007,-97.198,196.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2006-01-01,2022-01-01
72790,Ephrata / Lakeview,US,WA,72790,KEPH,47.3081,-119.5169,389.0,America/Los_Angeles,1942-01-01,2023-12-13,1942-01-02,2023-12-05,1942-01-01,2022-01-01
KALI0,Alice / 665 Site Colonia,US,TX,,KALI,27.7409,-98.0269,54.0,America/Chicago,1946-08-01,2023-12-13,1946-08-02,2022-04-24,1946-01-01,2022-01-01
KGZH0,Evergreen / Fairview,US,AL,,KGZH,31.4158,-87.0441,79.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KRPH0,Graham (Young County) / Twin Mountains,US,TX,,KRPH,33.1107,-98.5548,342.0,America/Chicago,2006-01-02,2023-12-13,2006-01-19,2022-04-24,2014-01-01,2022-01-01
KMPV0,Montpelier / Berlin Corners,US,VT,,KMPV,44.2035,-72.5623,355.0,America/New_York,1973-01-01,2023-12-13,1973-01-02,2022-04-24,1999-01-01,2022-01-01
9NRIJ,Minneapolis / Blaine,US,MN,,KANE,45.1426,-93.2127,278.0,America/Chicago,2022-04-23,2023-12-13,2022-04-24,2022-04-26,,
KBIF0,El Paso / Aero Vista,US,TX,,KBIF,31.8495,-106.38,1203.0,America/Denver,2010-06-15,2023-12-13,2012-03-19,2022-04-24,2017-01-01,2018-01-01
KIFP0,Bullhead City,US,AZ,,KIFP,35.156,-114.5594,214.0,America/Phoenix,2006-01-01,2023-12-13,2009-05-30,2022-04-24,2011-01-01,2022-01-01
KDCM0,Chester / Dinber,US,SC,,KDCM,34.7893,-81.1958,200.0,America/New_York,2009-01-05,2023-12-13,2009-01-06,2022-04-24,2020-01-01,2022-01-01
KDET0,Detroit / Hamtramck,US,MI,,KDET,42.4092,-83.0099,191.0,America/Detroit,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1981-01-01,2022-01-01
KTVY0,Tooele / Marshall,US,UT,,KTVY,40.6126,-112.3508,1317.0,America/Denver,2015-05-06,2023-12-13,2015-05-07,2022-04-24,2020-01-01,2022-01-01
72606,Portland International  Jetport,US,ME,72606,KPWM,43.65,-70.1333,23.0,America/New_York,1973-01-01,2023-12-13,1940-11-07,2023-12-05,1940-01-01,2022-01-01
KMVE0,Montevideo,US,MN,,KMVE,44.9691,-95.7103,316.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
70398,Annette Island Airport,US,AK,70398,PANT,55.0333,-131.5833,36.0,America/Juneau,1941-07-14,2019-10-01,1941-01-16,2019-10-01,1941-01-01,2019-01-01
52GQ6,Palatka Kay Larkin Field,US,FL,,K28J,29.6586,-81.6889,15.0,America/New_York,2022-05-06,2023-12-13,,,,
KNBT0,Piney Island / Lukens,US,NC,,KNBT,35.0167,-76.4667,4.0,America/New_York,2009-09-03,2023-12-13,2009-09-09,2022-04-18,2020-01-01,2020-01-01
KPAN0,Payson / Fort McDonald,US,AZ,,KPAN,34.2568,-111.3393,1572.0,America/Phoenix,2010-01-15,2023-12-13,2010-01-16,2022-04-24,2020-01-01,2022-01-01
74736,Dalhart / Rehm,US,TX,74736,KDHT,36.0226,-102.5473,1217.0,America/Chicago,2005-01-01,2023-12-13,1948-12-10,2023-12-05,1949-01-01,2022-01-01
KTYL0,Taylor,US,AZ,,KTYL,34.4527,-110.115,1775.0,America/Phoenix,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KI670,Harrison / Simonsons (Historical),US,OH,,KI67,39.2589,-84.7743,178.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KMOX0,Morris,US,MN,,KMOX,45.566,-95.9672,346.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KRSL0,Russell / Homer,US,KS,,KRSL,38.8714,-98.8116,568.0,America/Chicago,1943-02-01,2023-12-13,1943-02-02,2022-04-23,1944-01-01,2021-01-01
KBZN0,Bozeman / Belgrade Village Mobile Home Park,US,MT,,KBZN,45.7776,-111.152,1363.0,America/Denver,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1999-01-01,2022-01-01
KGUP0,Gallup / Allison,US,NM,,KGUP,35.5111,-108.7893,1973.0,America/Denver,1973-01-01,2023-12-13,1973-01-09,2022-04-24,1981-01-01,2021-01-01
KHSD0,Oklahoma City / Piedmont,US,OK,,KHSD,35.6018,-97.7062,364.0,America/Chicago,2020-01-14,2023-12-01,2020-01-14,2022-04-24,2020-01-01,2022-01-01
K40J0,Perry / Everetts Mobile Home Park,US,FL,,K40J,30.0693,-83.5806,13.0,America/New_York,2006-01-01,2020-05-21,2006-01-01,2020-05-20,2006-01-01,2014-01-01
K0J40,Florala / Stedman,US,AL,,K0J4,31.0425,-86.3116,96.0,America/Chicago,2006-05-11,2023-12-13,2006-05-31,2022-02-16,2007-01-01,2020-01-01
72250,Brownsville/South Padre Is,US,TX,72250,KBRO,25.9,-97.4231,7.0,America/Chicago,1947-01-01,2023-12-13,1898-12-01,2023-12-05,1898-01-01,2022-01-01
72785,Spokane International Airport,US,WA,72785,KGEG,47.6167,-117.5333,723.0,America/Los_Angeles,1941-08-11,2023-12-13,1889-08-01,2023-12-05,1889-01-01,2022-01-01
KOLS0,Nogales / Beyerville,US,AZ,,KOLS,31.4177,-110.8479,1206.0,America/Phoenix,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
70063,Oliktok Distant Early Warning,US,AK,70063,POLI,70.5,-149.8833,5.0,America/Anchorage,1973-01-01,1999-09-29,,,,
KHZY0,Ashtabula / Bulah,US,OH,,KHZY,41.778,-80.6955,282.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KP690,Lowell,US,ID,,KP69,46.1442,-115.5964,451.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KEAU0,Eau Claire County / Pinehurst,US,WI,,KEAU,44.8658,-91.4843,278.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1973-01-01,2022-01-01
72302,Wilmington / The Palms Mobile Home Park,US,NC,72302,KILM,34.2706,-77.9026,10.0,America/New_York,1991-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
72349,Monette Mo.,US,MO,72349,,36.8833,-93.9,437.0,America/Chicago,,,1972-09-01,2023-12-06,1972-01-01,2022-01-01
KBEC0,Wichita / Kamar Parkette Trailer Park,US,KS,,KBEC,37.6945,-97.215,429.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
72524,Cleveland-Hopkins International,US,OH,72524,KCLE,41.4,-81.85,241.0,America/New_York,1973-01-01,2023-12-13,1938-05-01,2023-12-05,1938-01-01,2022-01-01
QCHZN,Panola County Airport,US,TX,,K4F2,32.1761,-94.2988,75.0,America/Chicago,2022-05-06,2023-12-13,,,,
KGVW0,Kansas City,US,MO,,KGVW,38.8442,-94.5603,0.0,America/Chicago,1954-03-27,2023-12-13,1954-03-28,2022-04-24,1954-01-01,1977-01-01
KRYN0,Tucson / Valencia West,US,AZ,,KRYN,32.1422,-111.1746,737.0,America/Phoenix,2007-11-15,2023-12-13,,,,
SC9N0,Houston Hobby Airport,US,TX,,KHOU,29.6375,-95.2825,14.0,America/Chicago,2022-04-23,2023-12-13,2022-04-24,2022-04-24,,
KCWA0,Mosinee,US,WI,,KCWA,44.7776,-89.6668,389.0,America/Chicago,2006-01-01,2023-12-13,2009-10-05,2022-04-24,2020-01-01,2022-01-01
PALJ0,Port Alsworth,US,AK,,PALJ,60.2,-154.3,81.0,America/Juneau,2005-01-01,2023-12-08,,,,
KMNM0,Menominee / Bayside Mobile Estates,US,MI,,KMNM,45.1267,-87.6384,191.0,America/Chicago,2005-01-01,2023-12-13,2005-01-01,2022-04-24,2005-01-01,2022-01-01
PAEM0,Emmonak,US,AK,,PAEM,62.7861,-164.4907,4.0,America/Juneau,2006-01-01,2023-09-14,2006-01-01,2021-08-15,2011-01-01,2014-01-01
KMQS0,Coatesville / Westwood,US,PA,,KMQS,39.979,-75.8655,201.0,America/New_York,2007-12-03,2023-12-13,2007-12-05,2022-04-25,2008-01-01,2022-01-01
70482,Nikolski,US,AK,70482,PAKO,52.95,-168.85,21.0,America/Adak,,,1959-06-26,1965-09-30,1959-01-01,1964-01-01
K1F00,Ardmore,US,OK,,K1F0,34.147,-97.1227,257.0,America/Chicago,2006-01-06,2023-12-13,2006-01-07,2022-03-09,,
KCFV0,Coffeyville / Avian,US,KS,,KCFV,37.094,-95.5719,230.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KGCK0,Garden City / Mansfield,US,KS,,KGCK,37.9275,-100.7244,881.0,America/Chicago,1943-02-01,2023-12-13,1943-02-02,2022-04-24,1943-01-01,2021-01-01
BN2KA,Bay Minette Municipal Airport,US,AL,,K1R8,30.8703,-87.8193,75.0,America/Chicago,2022-05-06,2023-12-13,,,,
KPDC0,Prairie Du Chien / Selchs Mobile Home Park,US,WI,,KPDC,43.0193,-91.1237,201.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
91162,Pmrf Barking Sands,US,HI,91162,PHBK,22.0333,-159.7833,4.0,Pacific/Honolulu,1942-04-22,2023-12-13,1942-11-11,2022-04-25,1943-01-01,2021-01-01
KTKI0,McKinney,US,TX,,KTKI,33.1779,-96.5905,179.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KXFL0,Palm Coast / Palm Terrace Mobile Manor,US,FL,,KXFL,29.4674,-81.2063,10.0,America/New_York,2009-11-03,2023-12-07,2013-05-29,2022-04-23,,
KLWM0,Lawrence / Suttons Mills,US,MA,,KLWM,42.7172,-71.1234,45.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KCPS0,Cahokia / Maplewood Park,US,IL,,KCPS,38.5707,-90.1562,126.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-22,2006-01-01,2021-01-01
70308,St Paul Island Airport,US,AK,70308,PASN,57.1667,-170.2167,19.0,America/Adak,1943-11-05,2023-12-13,1915-08-08,2023-12-10,1915-01-01,2022-01-01
SN520,Robert R Wells Jr Airport,US,TX,,K66R,29.6411,-96.5158,74.0,America/Chicago,2022-05-06,2023-12-13,,,,
KBDE0,Baudette,US,MN,,KBDE,48.7284,-94.6122,331.0,America/Chicago,1983-11-04,2023-12-13,1995-02-11,2022-04-24,1998-01-01,2022-01-01
KCOQ0,Cloquet,US,MN,,KCOQ,46.7011,-92.5036,390.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
JJZBL,Spanish Fork Municipal Airport,US,UT,,KSPK,40.145,-111.6677,1380.0,America/Denver,2022-04-23,2023-12-13,2022-04-23,2022-04-24,,
PAER0,Merrill Pass West / Old Village (Historical),US,AK,,PAER,61.2667,-153.8,357.0,America/Anchorage,2006-01-01,2014-06-15,,,,
74612,Naws China Lake,US,CA,74612,KNID,35.6833,-117.7,696.0,America/Los_Angeles,1973-01-01,2023-12-13,1944-02-01,2023-12-03,1944-01-01,2022-01-01
KGON0,Groton / Midway,US,CT,,KGON,41.3301,-72.0451,3.0,America/New_York,1943-01-19,2023-12-13,1943-01-20,2022-04-24,1943-01-01,2021-01-01
KAEG0,Albuquerque / Taylor Ranch,US,NM,,KAEG,35.1452,-106.7952,1779.0,America/Denver,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2010-01-01,2022-01-01
KD950,Lapeer / Lapeer Meadows Mobile Home Park,US,MI,,KD95,43.0664,-83.2718,255.0,America/Detroit,2013-01-01,2023-12-13,2013-01-01,2022-04-24,2013-01-01,2022-01-01
72323,Huntsville International  Jones Field,US,AL,72323,KHSV,34.65,-86.7833,192.0,America/Chicago,1973-01-01,2023-12-13,1958-09-01,2023-12-05,1958-01-01,2022-01-01
KLWV0,Lawrenceville / Jackson,US,IL,,KLWV,38.7643,-87.6055,131.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2006-01-01,2021-01-01
KEWB0,New Bedford / Plainville,US,MA,,KEWB,41.6766,-70.9578,24.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
877AW,John Dunn Helistop,US,TX,,KMCJ,29.714,-95.395,69.0,America/Chicago,2022-04-23,2023-12-13,2022-04-23,2022-04-26,,
KOLG0,Solon Springs,US,WI,,KOLG,46.3148,-91.8164,336.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KDED0,Deland / Orangewood Mobile Home Park,US,FL,,KDED,29.067,-81.2837,24.0,America/New_York,2012-02-09,2023-12-13,2012-02-10,2022-04-24,2016-01-01,2022-01-01
72653,Chamberlain Municipal Airport,US,SD,72653,K9V9,43.7667,-99.3167,517.0,America/Chicago,2006-01-01,2023-12-13,1998-02-01,2023-12-05,1998-01-01,2022-01-01
70260,Nenana Municipal Airport,US,AK,70260,PANN,64.55,-149.0667,110.0,America/Juneau,1943-07-06,2023-12-12,1916-12-01,2023-12-08,1916-01-01,2022-01-01
ATFMU,Franklin County Airport,US,GA,,K18A,34.3404,-83.1308,271.0,America/New_York,2022-05-06,2023-12-13,,,,
KPIL0,Port Isabel / Holly Beach,US,TX,,KPIL,26.1662,-97.3459,6.0,America/Chicago,2005-01-01,2023-12-13,2005-01-01,2022-04-24,2005-01-01,2022-01-01
NO755,Luce County Airport,US,MI,,KERY,46.3111,-85.4572,265.0,America/Detroit,2022-04-23,2023-12-13,2022-04-23,2022-04-25,,
72418,Wilmington / Duross Heights,US,DE,72418,KILG,39.6787,-75.6066,24.0,America/New_York,1942-08-01,2023-12-13,1931-04-16,2023-12-05,1943-01-01,2022-01-01
KSPF0,Spearfish,US,SD,,KSPF,44.4811,-103.786,1199.0,America/Denver,2008-10-01,2023-12-13,2008-10-05,2022-04-24,2020-01-01,2022-01-01
KGPM0,Grand Prairie / Florence Hill,US,TX,,KGPM,32.6988,-97.0469,179.0,America/Chicago,2006-01-01,2023-12-13,2010-04-11,2022-04-24,2020-01-01,2022-01-01
KCVN0,Clovis / Texico,US,NM,,KCVN,34.4251,-103.0793,1285.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
72251,Corpus Christi International,US,TX,72251,KCRP,27.7667,-97.0167,13.0,America/Chicago,1946-08-01,2023-12-13,1946-08-01,2023-12-05,1946-01-01,2022-01-01
KMIW0,Marshalltown / Maulsby,US,IA,,KMIW,42.1127,-92.9178,297.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
PAXK0,Paxson,US,AK,,PAXK,63.0246,-145.5006,809.0,America/Juneau,2006-01-01,2010-10-03,,,,
72791,Port Of Astoria Airport,US,OR,72791,KAST,46.15,-123.8833,3.0,America/Los_Angeles,1973-01-01,2023-12-13,1953-01-16,2023-12-05,1953-01-01,2022-01-01
KPVC0,Provincetown,US,MA,,KPVC,42.0723,-70.2207,2.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2021-01-01
KGKT0,Sevierville / Cherokee Hills,US,TN,,KGKT,35.8578,-83.5287,309.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
70364,Nuiqsut Airport,US,AK,70364,PAQT,70.2167,-150.9833,12.0,America/Juneau,2006-01-01,2023-12-13,2006-01-04,2022-04-25,2006-01-01,2020-01-01
74746,Bryan / Smetana,US,TX,74746,KCFD,30.6335,-96.4836,80.0,America/Chicago,2017-01-21,2023-12-13,1951-08-01,2023-12-05,1951-01-01,2022-01-01
LWP94,Bear Lake County Airport,US,ID,,K1U7,42.2497,-111.3416,1806.0,America/Boise,2022-05-06,2023-12-13,,,,
KLGU0,Logan / Greenville,US,UT,,KLGU,41.7913,-111.8516,1359.0,America/Denver,1999-01-01,2023-12-13,1999-01-02,2022-04-24,2005-01-01,2022-01-01
KBFD0,Bradford / Mount Alton,US,PA,,KBFD,41.8031,-78.6401,653.0,America/New_York,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1981-01-01,2022-01-01
KJWY0,Waxahachie / Sardis,US,TX,,KJWY,32.4562,-96.9127,217.0,America/Chicago,2006-05-16,2023-12-13,2006-08-31,2022-04-24,2014-01-01,2022-01-01
FKUTW,Pioneer Airfield,US,AZ,,KALK,31.6056,-110.4281,1433.0,America/Phoenix,2022-04-23,2023-12-13,,,,
2CC90,Moriarty Municipal Airport,US,NM,,K0E0,34.9837,-105.9958,1889.0,America/Denver,2022-05-06,2023-12-13,,,,
Z7ZOG,Redwood Falls Municipal Airport,US,MN,,KRWF,44.5483,-95.0804,312.0,America/Chicago,2022-04-23,2023-12-13,2022-04-24,2022-04-24,,
72362,Socorro Municipal,US,NM,72362,KONM,34.0167,-106.9,1478.0,America/Denver,2007-06-08,2023-12-13,2009-10-15,2022-04-25,2014-01-01,2022-01-01
5DK9D,GB172/Salsa (Shell E-P),US,LA,,KGHB,27.84,-91.988,21.0,America/Chicago,2022-04-23,2022-11-21,2022-04-23,2022-04-26,,
KMBL0,Manistee / Newland,US,MI,,KMBL,44.2725,-86.2469,189.0,America/Detroit,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2008-01-01,2022-01-01
DRZBI,Logan County Airport,US,WV,,K6L4,37.8557,-81.9159,508.0,America/New_York,2022-05-06,2023-12-13,,,,
70362,Skagway Airport,US,AK,70362,PAGY,59.4667,-135.3167,13.0,America/Juneau,1943-10-01,2023-12-13,1898-11-01,2023-12-09,1898-01-01,2022-01-01
KNBC0,Beaufort / Grays Hill,US,SC,,KNBC,32.4806,-80.7192,11.0,America/New_York,1945-04-01,2023-12-13,1945-04-02,2022-04-24,1945-01-01,2021-01-01
KDLL0,Baraboo / West Baraboo,US,WI,,KDLL,43.522,-89.7709,298.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2008-01-01,2022-01-01
74672,Fort Campbell / Woodlawn,US,TN,74672,KEOD,36.5682,-87.4808,181.0,America/Chicago,2001-08-15,2023-12-13,2016-12-22,2022-04-24,,
KPYM0,Plymouth / Pinehurst Mobile Home Village,US,MA,,KPYM,41.909,-70.7288,45.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KRZL0,Rensselaer,US,IN,,KRZL,40.9479,-87.1826,213.0,America/Chicago,2011-05-16,2023-12-13,2011-05-17,2022-04-24,2020-01-01,2022-01-01
KBOK0,Brookings,US,OR,,KBOK,42.0746,-124.2901,140.0,America/Los_Angeles,2005-08-02,2023-12-13,2005-08-02,2022-04-24,2008-01-01,2022-01-01
72270,El Paso International Airport,US,TX,72270,KELP,31.8167,-106.3833,1206.0,America/Denver,1941-04-01,2023-12-13,1938-04-01,2023-12-05,1938-01-01,2022-01-01
91164,Kilauea Point / Kilauea Pt / K?Lauea,US,HI,91164,,22.2333,-159.4,55.0,Pacific/Honolulu,,,1949-10-01,1985-06-30,1949-01-01,1985-01-01
KVER0,Boonville / Windsor Place,US,MO,,KVER,38.9467,-92.6827,218.0,America/Chicago,2010-12-03,2023-12-13,2010-12-04,2022-04-25,2012-01-01,2022-01-01
72593,Salinas / Spreckels Junction,US,CA,72593,KSNS,36.6628,-121.6064,26.0,America/Los_Angeles,1941-08-05,2023-12-12,1930-06-14,2023-12-05,1930-01-01,2022-01-01
KPVF0,Placerville / Smithflat,US,CA,,KPVF,38.7242,-120.7533,788.0,America/Los_Angeles,2009-07-11,2023-12-13,2009-07-11,2022-04-24,2020-01-01,2022-01-01
72681,Boise Air Terminal,US,ID,72681,KBOI,43.5667,-116.2333,871.0,America/Boise,1931-01-01,2023-12-13,1931-01-01,2023-12-04,1931-01-01,2022-01-01
72205,Orlando Airport,US,FL,72205,KMCO,28.4167,-81.0,29.0,America/New_York,1952-05-07,2023-12-13,1952-05-16,2023-12-05,1952-01-01,2022-01-01
KMLD0,Malad City,US,ID,,KMLD,42.1704,-112.2893,1373.0,America/Boise,1973-01-01,2005-10-05,,,,
KP920,Salt Point / Burns,US,LA,,KP92,29.5622,-91.5256,1.0,America/Chicago,2006-04-13,2023-12-13,2006-04-14,2022-04-24,2006-01-01,2021-01-01
91165,Lihue Airport,US,HI,91165,PHLI,21.9833,-159.3333,45.0,Pacific/Honolulu,1973-01-01,2023-12-13,1950-02-01,2023-12-06,1950-01-01,2022-01-01
KBVU0,Boulder City,US,NV,,KBVU,35.9475,-114.8611,672.0,America/Los_Angeles,2010-06-24,2023-12-13,2010-06-25,2022-04-24,2012-01-01,2022-01-01
KSLR0,Sulphur Springs,US,TX,,KSLR,33.1598,-95.6211,149.0,America/Chicago,2006-01-02,2023-12-13,2006-01-17,2022-04-24,2011-01-01,2022-01-01
KDTS0,Destin,US,FL,,KDTS,30.4001,-86.4715,7.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KPOC0,La Verne,US,CA,,KPOC,34.0916,-117.7818,309.0,America/Los_Angeles,2006-01-03,2023-12-13,,,,
K12N0,Andover / Wawayanda,US,NJ,,K12N,41.0086,-74.738,178.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-03-09,2006-01-01,2022-01-01
72392,Santa Barbara / La Patera,US,CA,72392,KSBA,34.4262,-119.8415,4.0,America/Los_Angeles,1973-01-01,2023-12-13,1941-01-02,2023-12-05,1941-01-01,2022-01-01
KPMU0,Batesville / Terza,US,MS,,KPMU,34.3635,-89.8929,67.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KVEL0,Vernal / Naples,US,UT,,KVEL,40.4409,-109.5099,1609.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
PATG0,Togiak Village / Togiac Village,US,AK,,PATG,59.0536,-160.3969,6.0,America/Anchorage,2006-01-01,2023-12-09,2006-01-01,2022-04-24,2007-01-01,2007-01-01
KCZT0,Carrizo Springs / Carrizo Hill,US,TX,,KCZT,28.5223,-99.8236,182.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-02-27,2020-01-01,2022-01-01
KLXL0,Little Falls / Gregory,US,MN,,KLXL,45.9494,-94.3471,342.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
KPEX0,Paynesville,US,MN,,KPEX,45.3721,-94.7447,361.0,America/Chicago,2005-08-12,2023-12-13,2005-08-13,2022-04-24,2011-01-01,2022-01-01
72544,Moline Quad-City Airport,US,IL,72544,KMLI,41.45,-90.0167,180.0,America/Chicago,1973-01-01,2023-12-13,1943-05-24,2023-12-05,1943-01-01,2022-01-01
KHEF0,Manassas / Bristow,US,VA,,KHEF,38.7214,-77.5154,59.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2021-01-01
72477,Eureka / Eunice Place,US,NV,72477,K05U,39.6042,-116.0051,1816.0,America/Los_Angeles,2017-01-21,2023-12-13,1997-08-13,2023-12-05,1997-01-01,2022-01-01
72378,Grand Canyon Park,US,AZ,72378,,36.05,-112.13,2126.0,America/Phoenix,,,1957-10-29,2012-06-18,1957-01-01,2012-01-01
